from_id,to_id
V000017|202604|JPMC|,V000017
V000017|202604|LIFE|,V000017
V000017|202604|MUFD|,V000017
V000017|202604|OIS1|,V000017
V000017|202604|STRT|,V000017
V000017|202604|UMA|,V000017
V000017|202605|ALTI|,V000017
V000017|202605|ATMF|,V000017
V000017|202605|DAF|,V000017
V000017|202605|DCCR|,V000017
V000017|202605|EDK|,V000017
V000017|202605|ELIS|EQ,V000017
V000017|202605|ELIS|OP,V000017
V000017|202605|FCCD|,V000017
V000017|202605|FCXX|,V000017
V000017|202605|ITMF|,V000017
V000017|202605|JPMC|,V000017
V000017|202605|LIFE|,V000017
V000017|202605|MUFD|,V000017
V000017|202605|OIS1|,V000017
V000017|202605|STRT|,V000017
V000017|202605|UMA|,V000017
V000017|202606|ALTI|,V000017
V000017|202606|ATMF|,V000017
V000017|202606|DAF|,V000017
V000017|202606|DCCR|,V000017
V000017|202606|EDK|,V000017
V000017|202606|ELIS|EQ,V000017
V000017|202606|ELIS|OP,V000017
V000017|202606|FCCD|,V000017
V000017|202606|FCXX|,V000017
V000017|202606|ITMF|,V000017
V000017|202606|JPMC|,V000017
V000017|202606|LIFE|,V000017
V000017|202606|MUFD|,V000017
V000017|202606|OIS1|,V000017
V000017|202606|STRT|,V000017
V000017|202606|UMA|,V000017
V000018|202604|529T|,V000018
V000018|202604|ALTI|,V000018
V000018|202604|ATMF|,V000018
V000018|202604|DAF|,V000018
V000018|202604|FCCD|,V000018
V000018|202604|FCOT|,V000018
V000018|202604|FCXX|,V000018
V000018|202604|FGXX|,V000018
V000018|202604|FIX|,V000018
V000018|202604|FMXX|,V000018
V000018|202604|LEND|MGN,V000018
V000018|202604|LEND|SBL,V000018
V000018|202604|LIFE|,V000018
V000018|202604|MAP|,V000018
V000018|202604|MMKT|,V000018
V000018|202604|MUFD|,V000018
V000018|202604|OIS1|,V000018
V000018|202604|OISC|,V000018
V000018|202604|PCS|,V000018
V000018|202604|VARI|,V000018
V000018|202605|529T|,V000018
V000018|202605|ALTI|,V000018
V000018|202605|ATMF|,V000018
V000018|202605|DAF|,V000018
V000018|202605|FCCD|,V000018
V000018|202605|FCOT|,V000018
V000018|202605|FCXX|,V000018
V000018|202605|FGXX|,V000018
V000018|202605|FIX|,V000018
V000018|202605|FMXX|,V000018
V000018|202605|LEND|MGN,V000018
V000018|202605|LEND|SBL,V000018
V000018|202605|LIFE|,V000018
V000018|202605|MAP|,V000018
V000018|202605|MMKT|,V000018
V000018|202605|MUFD|,V000018
V000018|202605|OIS1|,V000018
V000018|202605|OISC|,V000018
V000018|202605|PCS|,V000018
V000018|202605|VARI|,V000018
V000018|202606|529T|,V000018
V000018|202606|ALTI|,V000018
V000018|202606|ATMF|,V000018
V000018|202606|DAF|,V000018
V000018|202606|FCCD|,V000018
V000018|202606|FCOT|,V000018
V000018|202606|FCXX|,V000018
V000018|202606|FGXX|,V000018
V000018|202606|FIX|,V000018
V000018|202606|FMXX|,V000018
V000018|202606|LEND|MGN,V000018
V000018|202606|LEND|SBL,V000018
V000018|202606|LIFE|,V000018
V000018|202606|MAP|,V000018
V000018|202606|MMKT|,V000018
V000018|202606|MUFD|,V000018
V000018|202606|OIS1|,V000018
V000018|202606|OISC|,V000018
V000018|202606|PCS|,V000018
V000018|202606|VARI|,V000018
V000019|202604|ADVA|,V000019
V000019|202604|ALTI|,V000019
V000019|202604|ATMF|,V000019
V000019|202604|DAF|,V000019
V000019|202604|EDK|,V000019
V000019|202604|FCOT|,V000019
V000019|202604|FIX|,V000019
V000019|202604|FMXX|,V000019
V000019|202604|LEND|SBL,V000019
V000019|202604|LIFE|,V000019
V000019|202604|MAP|,V000019
V000019|202604|OIS1|,V000019
V000019|202604|OISC|,V000019
V000019|202604|PCS|,V000019
V000019|202604|PRDP|,V000019
V000019|202604|STRT|,V000019
V000019|202604|UMA|,V000019
V000019|202605|ADVA|,V000019
V000019|202605|ALTI|,V000019
V000019|202605|ATMF|,V000019
V000019|202605|DAF|,V000019
V000019|202605|EDK|,V000019
V000019|202605|FCOT|,V000019
V000019|202605|FIX|,V000019
V000019|202605|FMXX|,V000019
V000019|202605|LEND|SBL,V000019
V000019|202605|LIFE|,V000019
V000019|202605|MAP|,V000019
V000019|202605|OIS1|,V000019
V000019|202605|OISC|,V000019
V000019|202605|PCS|,V000019
V000019|202605|PRDP|,V000019
V000019|202605|STRT|,V000019
V000019|202605|UMA|,V000019
V000019|202606|ADVA|,V000019
V000019|202606|ALTI|,V000019
V000019|202606|ATMF|,V000019
V000019|202606|DAF|,V000019
V000019|202606|EDK|,V000019
V000019|202606|FCOT|,V000019
V000019|202606|FIX|,V000019
V000019|202606|FMXX|,V000019
V000019|202606|LEND|SBL,V000019
V000019|202606|LIFE|,V000019
V000019|202606|MAP|,V000019
V000019|202606|OIS1|,V000019
V000019|202606|OISC|,V000019
V000019|202606|PCS|,V000019
V000019|202606|PRDP|,V000019
V000019|202606|STRT|,V000019
V000019|202606|UMA|,V000019
V000020|202604|ALTI|,V000020
V000020|202604|ATMF|,V000020
V000020|202604|DAF|,V000020
V000020|202604|FCCD|,V000020
V000020|202604|FCOT|,V000020
V000020|202604|FMXX|,V000020
V000020|202604|JPMC|,V000020
V000020|202604|OISC|,V000020
V000020|202604|PCS|,V000020
V000020|202604|PRDP|,V000020
V000020|202604|STRT|,V000020
V000020|202605|ALTI|,V000020
V000020|202605|ATMF|,V000020
V000020|202605|DAF|,V000020
V000020|202605|FCCD|,V000020
V000020|202605|FCOT|,V000020
V000020|202605|FMXX|,V000020
V000020|202605|JPMC|,V000020
V000020|202605|OISC|,V000020
V000020|202605|PCS|,V000020
V000020|202605|PRDP|,V000020
V000020|202605|STRT|,V000020
V000020|202606|ALTI|,V000020
V000020|202606|ATMF|,V000020
V000020|202606|DAF|,V000020
V000020|202606|FCCD|,V000020
V000020|202606|FCOT|,V000020
V000020|202606|FMXX|,V000020
V000020|202606|JPMC|,V000020
V000020|202606|OISC|,V000020
V000020|202606|PCS|,V000020
V000020|202606|PRDP|,V000020
V000020|202606|STRT|,V000020
